actual_power_w,reported_power_w,power_cap_w,frequency_ghz
846.7200000000001,781.4559999999999,812.06,1.2
846.7200000000001,742.496,812.06,1.2
846.7200000000001,754.184,812.06,1.2
846.7200000000001,815.5459999999999,812.06,1.2
846.7200000000001,812.6239999999999,812.06,1.2
846.7200000000001,798.014,812.06,1.2
846.7200000000001,736.6519999999999,812.06,1.2
846.7200000000001,776.5859999999999,812.06,1.2
846.7200000000001,751.262,812.06,1.2
846.7200000000001,821.39,812.06,1.2
846.7200000000001,769.7679999999999,812.06,1.2
846.7200000000001,755.1579999999999,812.06,1.2
846.7200000000001,788.274,812.06,1.2
846.7200000000001,768.794,812.06,1.2
846.7200000000001,831.13,985.82,1.2
846.7200000000001,765.872,985.82,1.2
846.7200000000001,746.3919999999999,985.82,1.2
846.7200000000001,723.9899999999999,985.82,1.2
846.7200000000001,786.3259999999999,985.82,1.2
846.7200000000001,770.742,985.82,1.2
846.7200000000001,745.4179999999999,985.82,1.2
846.7200000000001,822.3639999999999,985.82,1.2
846.7200000000001,806.78,985.82,1.2
846.7200000000001,786.3259999999999,985.82,1.2
846.7200000000001,827.2339999999999,985.82,1.2
846.7200000000001,806.78,985.82,1.2
846.7200000000001,762.9499999999999,985.82,1.2
846.7200000000001,757.106,985.82,1.2
846.7200000000001,811.65,985.82,1.2
846.7200000000001,798.9879999999999,985.82,1.2
846.7200000000001,792.17,985.82,1.2
846.7200000000001,762.9499999999999,985.82,1.2
846.7200000000001,804.832,985.82,1.2
846.7200000000001,764.8979999999999,985.82,1.2
846.7200000000001,784.3779999999999,985.82,1.2
846.7200000000001,829.182,985.82,1.2
846.7200000000001,767.8199999999999,985.82,1.2
846.7200000000001,741.5219999999999,985.82,1.2
846.7200000000001,756.132,985.82,1.2
846.7200000000001,816.52,985.82,1.2
846.7200000000001,795.092,985.82,1.2
846.7200000000001,783.404,985.82,1.2
846.7200000000001,772.6899999999999,985.82,1.2
846.7200000000001,801.91,985.82,1.2
846.7200000000001,762.9499999999999,985.82,1.2
846.7200000000001,796.0659999999999,985.82,1.2
846.7200000000001,765.872,985.82,1.2
846.7200000000001,761.002,985.82,1.2
846.7200000000001,768.794,985.82,1.2
846.7200000000001,776.5859999999999,985.82,1.2
846.7200000000001,786.3259999999999,985.82,1.2
846.7200000000001,794.1179999999999,985.82,1.2
846.7200000000001,689.9,985.82,1.2
846.7200000000001,763.924,985.82,1.2
846.7200000000001,775.612,985.82,1.2
846.7200000000001,831.13,985.82,1.2
846.7200000000001,756.132,985.82,1.2
846.7200000000001,792.17,985.82,1.2
846.7200000000001,831.13,985.82,1.2
846.7200000000001,749.314,985.82,1.2
846.7200000000001,798.9879999999999,985.82,1.2
846.7200000000001,763.924,985.82,1.2
846.7200000000001,772.6899999999999,985.82,1.2
846.7200000000001,763.924,985.82,1.2
846.7200000000001,765.872,985.82,1.2
846.7200000000001,867.1679999999999,985.82,1.2
846.7200000000001,811.65,985.82,1.2
846.7200000000001,819.442,985.82,1.2
846.7200000000001,801.91,985.82,1.2
846.7200000000001,740.548,985.82,1.2
846.7200000000001,798.9879999999999,985.82,1.2
846.7200000000001,818.468,985.82,1.2
846.7200000000001,761.976,985.82,1.2
846.7200000000001,815.5459999999999,985.82,1.2
846.7200000000001,807.7539999999999,985.82,1.2
846.7200000000001,841.8439999999999,985.82,1.2
846.7200000000001,774.6379999999999,985.82,1.2
846.7200000000001,755.1579999999999,985.82,1.2
846.7200000000001,776.5859999999999,985.82,1.2
846.7200000000001,829.182,985.82,1.2
846.7200000000001,733.7299999999999,985.82,1.2
846.7200000000001,726.9119999999999,985.82,1.2
846.7200000000001,790.222,985.82,1.2
846.7200000000001,774.6379999999999,985.82,1.2
846.7200000000001,787.3,985.82,1.2
846.7200000000001,814.572,985.82,1.2
846.7200000000001,770.742,985.82,1.2
846.7200000000001,732.756,985.82,1.2
846.7200000000001,846.7139999999999,985.82,1.2
846.7200000000001,758.0799999999999,987.0,1.2
846.7200000000001,756.132,987.0,1.2
846.7200000000001,819.442,987.0,1.2
846.7200000000001,775.612,987.0,1.2
846.7200000000001,785.352,987.0,1.2
846.7200000000001,800.9359999999999,987.0,1.2
846.7200000000001,819.442,987.0,1.2
846.7200000000001,777.56,987.0,1.2
846.7200000000001,832.1039999999999,987.0,1.2
846.7200000000001,724.9639999999999,987.0,1.2
846.7200000000001,809.702,987.0,1.2
846.7200000000001,762.9499999999999,987.0,1.2
846.7200000000001,827.2339999999999,987.0,1.2
846.7200000000001,791.1959999999999,987.0,1.2
846.7200000000001,767.8199999999999,987.0,1.2
846.7200000000001,806.78,987.0,1.2
846.7200000000001,813.598,987.0,1.2
846.7200000000001,805.8059999999999,987.0,1.2
846.7200000000001,757.106,987.0,1.2
846.7200000000001,772.6899999999999,987.0,1.2
846.7200000000001,787.3,987.0,1.2
846.7200000000001,786.3259999999999,987.0,1.2
846.7200000000001,808.728,987.0,1.2
846.7200000000001,728.8599999999999,987.0,1.2
846.7200000000001,797.04,987.0,1.2
846.7200000000001,778.534,987.0,1.2
846.7200000000001,762.9499999999999,987.0,1.2
846.7200000000001,765.872,987.0,1.2
846.7200000000001,781.4559999999999,987.0,1.2
846.7200000000001,689.9,987.0,1.2
846.7200000000001,766.846,987.0,1.2
846.7200000000001,761.976,987.0,1.2
846.7200000000001,802.8839999999999,987.0,1.2
846.7200000000001,763.924,987.0,1.2
846.7200000000001,781.4559999999999,987.0,1.2
846.7200000000001,832.1039999999999,987.0,1.2
846.7200000000001,816.52,987.0,1.2
846.7200000000001,813.598,987.0,1.2
846.7200000000001,772.6899999999999,987.0,1.2
846.7200000000001,802.8839999999999,987.0,1.2
846.7200000000001,780.482,987.0,1.2
846.7200000000001,781.4559999999999,987.0,1.2
846.7200000000001,798.9879999999999,987.0,1.2
846.7200000000001,769.7679999999999,987.0,1.2
846.7200000000001,831.13,987.0,1.2
846.7200000000001,782.43,987.0,1.2
846.7200000000001,805.8059999999999,987.0,1.2
846.7200000000001,830.156,987.0,1.2
846.7200000000001,817.4939999999999,987.0,1.2
846.7200000000001,746.3919999999999,987.0,1.2
846.7200000000001,799.962,987.0,1.2
846.7200000000001,812.6239999999999,987.0,1.2
846.7200000000001,813.598,987.0,1.2
846.7200000000001,755.1579999999999,987.0,1.2
846.7200000000001,767.8199999999999,987.0,1.2
846.7200000000001,816.52,987.0,1.2
846.7200000000001,764.8979999999999,987.0,1.2
846.7200000000001,778.534,987.0,1.2
846.7200000000001,833.078,987.0,1.2
846.7200000000001,786.3259999999999,987.0,1.2
846.7200000000001,765.872,987.0,1.2
846.7200000000001,761.976,987.0,1.2
846.7200000000001,797.04,987.0,1.2
846.7200000000001,748.3399999999999,987.0,1.2
846.7200000000001,780.482,987.0,1.2
846.7200000000001,797.04,987.0,1.2
846.7200000000001,825.286,987.0,1.2
846.7200000000001,806.78,987.0,1.2
846.7200000000001,766.846,987.0,1.2
846.7200000000001,821.39,987.0,1.2
846.7200000000001,778.534,987.0,1.2
846.7200000000001,751.262,987.0,1.2
846.7200000000001,782.43,987.0,1.2
846.7200000000001,829.182,987.0,1.2
846.7200000000001,792.17,987.0,1.2
609.8400000000001,783.0725,788.42,1.4
846.7200000000001,684.4025,788.42,1.2
846.7200000000001,688.6925,788.42,1.2
846.7200000000001,679.04,788.42,1.2
846.7200000000001,742.3175,788.42,1.2
846.7200000000001,735.8824999999999,788.42,1.2
846.7200000000001,779.855,788.42,1.2
846.7200000000001,738.0275,788.42,1.2
846.7200000000001,717.65,788.42,1.2
846.7200000000001,730.52,788.42,1.2
846.7200000000001,734.81,788.42,1.2
846.7200000000001,676.895,788.42,1.2
846.7200000000001,817.3924999999999,788.42,1.2
846.7200000000001,747.68,788.42,1.2
846.7200000000001,736.9549999999999,788.42,1.2
846.7200000000001,749.8249999999999,788.42,1.2
846.7200000000001,753.0425,788.42,1.2
846.7200000000001,726.23,788.42,1.2
846.7200000000001,710.1424999999999,788.42,1.2
846.7200000000001,749.8249999999999,788.42,1.2
846.7200000000001,743.39,788.42,1.2
846.7200000000001,704.78,788.42,1.2
846.7200000000001,776.6374999999999,788.42,1.2
846.7200000000001,740.1725,788.42,1.2
846.7200000000001,754.115,788.42,1.2
846.7200000000001,775.5649999999999,788.42,1.2
846.7200000000001,731.5925,788.42,1.2
846.7200000000001,741.245,788.42,1.2
846.7200000000001,756.26,788.42,1.2
846.7200000000001,706.925,788.42,1.2
846.7200000000001,732.665,788.42,1.2
846.7200000000001,734.81,788.42,1.2
846.7200000000001,699.4175,788.42,1.2
846.7200000000001,805.595,788.42,1.2
846.7200000000001,685.475,788.42,1.2
846.7200000000001,688.6925,788.42,1.2
846.7200000000001,772.3475,788.42,1.2
846.7200000000001,753.0425,788.42,1.2
846.7200000000001,697.2725,788.42,1.2
846.7200000000001,749.8249999999999,788.42,1.2
846.7200000000001,777.71,788.42,1.2
846.7200000000001,729.4475,788.42,1.2
846.7200000000001,814.175,788.42,1.2
846.7200000000001,674.75,788.42,1.2
846.7200000000001,753.0425,788.42,1.2
846.7200000000001,768.0575,788.42,1.2
846.7200000000001,759.4775,788.42,1.2
846.7200000000001,724.085,788.42,1.2
846.7200000000001,720.8675,788.42,1.2
846.7200000000001,744.4625,788.42,1.2
846.7200000000001,756.26,788.42,1.2
846.7200000000001,749.8249999999999,788.42,1.2
846.7200000000001,763.7674999999999,788.42,1.2
846.7200000000001,697.2725,788.42,1.2
846.7200000000001,723.0124999999999,788.42,1.2
846.7200000000001,700.49,788.42,1.2
846.7200000000001,717.65,788.42,1.2
846.7200000000001,762.6949999999999,788.42,1.2
846.7200000000001,733.7375,788.42,1.2
846.7200000000001,814.175,788.42,1.2
846.7200000000001,736.9549999999999,788.42,1.2
846.7200000000001,732.665,788.42,1.2
846.7200000000001,733.7375,788.42,1.2
846.7200000000001,710.1424999999999,788.42,1.2
846.7200000000001,728.375,788.42,1.2
846.7200000000001,766.985,788.42,1.2
846.7200000000001,733.7375,788.42,1.2
846.7200000000001,704.78,788.42,1.2
846.7200000000001,700.49,788.42,1.2
846.7200000000001,715.505,788.42,1.2
846.7200000000001,732.665,788.42,1.2
846.7200000000001,769.13,788.42,1.2
846.7200000000001,687.62,788.42,1.2
846.7200000000001,719.795,788.42,1.2
846.7200000000001,734.81,905.44,1.2
846.7200000000001,671.5325,905.44,1.2
846.7200000000001,703.7075,905.44,1.2
846.7200000000001,709.0699999999999,905.44,1.2
846.7200000000001,704.78,905.44,1.2
846.7200000000001,736.9549999999999,905.44,1.2
846.7200000000001,725.1575,905.44,1.2
846.7200000000001,712.2875,905.44,1.2
846.7200000000001,744.4625,905.44,1.2
846.7200000000001,786.29,905.44,1.2
846.7200000000001,783.0725,905.44,1.2
846.7200000000001,668.3149999999999,905.44,1.2
846.7200000000001,748.7524999999999,905.44,1.2
846.7200000000001,725.1575,905.44,1.2
846.7200000000001,735.8824999999999,905.44,1.2
846.7200000000001,717.65,905.44,1.2
846.7200000000001,734.81,905.44,1.2
846.7200000000001,735.8824999999999,905.44,1.2
846.7200000000001,712.2875,905.44,1.2
846.7200000000001,701.5625,905.44,1.2
846.7200000000001,716.5775,905.44,1.2
846.7200000000001,738.0275,905.44,1.2
846.7200000000001,749.8249999999999,905.44,1.2
846.7200000000001,758.405,905.44,1.2
846.7200000000001,714.4325,905.44,1.2
846.7200000000001,740.1725,905.44,1.2
846.7200000000001,761.6225,905.44,1.2
846.7200000000001,768.0575,905.44,1.2
846.7200000000001,728.375,905.44,1.2
846.7200000000001,723.0124999999999,905.44,1.2
846.7200000000001,736.9549999999999,905.44,1.2
846.7200000000001,694.055,905.44,1.2
846.7200000000001,724.085,905.44,1.2
846.7200000000001,754.115,905.44,1.2
846.7200000000001,750.8975,905.44,1.2
846.7200000000001,721.9399999999999,905.44,1.2
846.7200000000001,738.0275,905.44,1.2
846.7200000000001,703.7075,905.44,1.2
846.7200000000001,753.0425,905.44,1.2
846.7200000000001,728.375,905.44,1.2
846.7200000000001,721.9399999999999,905.44,1.2
846.7200000000001,718.7225,905.44,1.2
846.7200000000001,728.375,905.44,1.2
846.7200000000001,716.5775,905.44,1.2
846.7200000000001,751.97,905.44,1.2
846.7200000000001,717.65,905.44,1.2
846.7200000000001,782.0,905.44,1.2
846.7200000000001,777.71,905.44,1.2
846.7200000000001,701.5625,905.44,1.2
846.7200000000001,732.665,905.44,1.2
846.7200000000001,709.0699999999999,905.44,1.2
846.7200000000001,719.795,905.44,1.2
846.7200000000001,794.87,905.44,1.2
846.7200000000001,720.8675,905.44,1.2
846.7200000000001,742.3175,905.44,1.2
846.7200000000001,747.68,905.44,1.2
846.7200000000001,698.345,905.44,1.2
846.7200000000001,702.635,905.44,1.2
846.7200000000001,691.91,905.44,1.2
846.7200000000001,701.5625,905.44,1.2
846.7200000000001,638.285,905.44,1.2
846.7200000000001,747.68,905.44,1.2
846.7200000000001,797.015,905.44,1.2
846.7200000000001,734.81,905.44,1.2
846.7200000000001,685.475,905.44,1.2
846.7200000000001,710.1424999999999,905.44,1.2
846.7200000000001,715.505,905.44,1.2
846.7200000000001,697.2725,905.44,1.2
846.7200000000001,758.405,905.44,1.2
846.7200000000001,756.26,905.44,1.2
846.7200000000001,692.9825,905.44,1.2
846.7200000000001,754.115,905.44,1.2
846.7200000000001,779.855,905.44,1.2
846.7200000000001,791.6524999999999,905.44,1.2
846.7200000000001,822.755,905.44,1.2
846.7200000000001,701.5625,955.08,1.2
846.7200000000001,821.6825,955.08,1.2
846.7200000000001,718.7225,955.08,1.2
846.7200000000001,711.215,955.08,1.2
846.7200000000001,741.245,955.08,1.2
846.7200000000001,712.2875,955.08,1.2
846.7200000000001,743.39,955.08,1.2
846.7200000000001,687.62,955.08,1.2
846.7200000000001,723.0124999999999,955.08,1.2
846.7200000000001,772.3475,955.08,1.2
846.7200000000001,728.375,955.08,1.2
846.7200000000001,734.81,955.08,1.2
846.7200000000001,745.535,955.08,1.2
846.7200000000001,768.0575,955.08,1.2
846.7200000000001,676.895,955.08,1.2
846.7200000000001,749.8249999999999,955.08,1.2
846.7200000000001,721.9399999999999,955.08,1.2
846.7200000000001,735.8824999999999,955.08,1.2
846.7200000000001,764.84,955.08,1.2
846.7200000000001,691.91,955.08,1.2
846.7200000000001,698.345,955.08,1.2
846.7200000000001,668.3149999999999,955.08,1.2
846.7200000000001,713.36,955.08,1.2
846.7200000000001,773.42,955.08,1.2
846.7200000000001,726.23,955.08,1.2
846.7200000000001,687.62,955.08,1.2
846.7200000000001,714.4325,955.08,1.2
846.7200000000001,682.2574999999999,955.08,1.2
846.7200000000001,694.055,955.08,1.2
846.7200000000001,743.39,955.08,1.2
846.7200000000001,692.9825,955.08,1.2
846.7200000000001,765.9125,955.08,1.2
846.7200000000001,728.375,955.08,1.2
846.7200000000001,733.7375,955.08,1.2
846.7200000000001,721.9399999999999,955.08,1.2
846.7200000000001,755.1875,955.08,1.2
846.7200000000001,755.1875,955.08,1.2
846.7200000000001,741.245,955.08,1.2
846.7200000000001,748.7524999999999,955.08,1.2
846.7200000000001,724.085,955.08,1.2
846.7200000000001,747.68,955.08,1.2
846.7200000000001,719.795,955.08,1.2
846.7200000000001,730.52,955.08,1.2
846.7200000000001,721.9399999999999,955.08,1.2
846.7200000000001,715.505,955.08,1.2
846.7200000000001,707.9975,955.08,1.2
846.7200000000001,745.535,955.08,1.2
846.7200000000001,772.3475,955.08,1.2
846.7200000000001,768.0575,955.08,1.2
846.7200000000001,689.765,955.08,1.2
846.7200000000001,772.3475,955.08,1.2
846.7200000000001,719.795,955.08,1.2
846.7200000000001,749.8249999999999,955.08,1.2
846.7200000000001,701.5625,955.08,1.2
846.7200000000001,734.81,955.08,1.2
846.7200000000001,740.1725,955.08,1.2
846.7200000000001,682.2574999999999,955.08,1.2
846.7200000000001,749.8249999999999,955.08,1.2
846.7200000000001,773.42,955.08,1.2
846.7200000000001,725.1575,955.08,1.2
846.7200000000001,774.4925,955.08,1.2
846.7200000000001,724.085,955.08,1.2
846.7200000000001,757.3325,955.08,1.2
846.7200000000001,658.6625,955.08,1.2
846.7200000000001,808.8125,955.08,1.2
846.7200000000001,778.7825,955.08,1.2
846.7200000000001,720.8675,955.08,1.2
846.7200000000001,667.2425,955.08,1.2
846.7200000000001,740.1725,955.08,1.2
846.7200000000001,684.4025,955.08,1.2
846.7200000000001,744.4625,955.08,1.2
846.7200000000001,743.39,955.08,1.2
846.7200000000001,700.49,955.08,1.2
846.7200000000001,766.985,955.08,1.2
846.7200000000001,756.26,955.08,1.2
933.12,957.37,984.63,1.8
846.7200000000001,909.6958,984.63,1.2
846.7200000000001,990.2879,984.63,1.2
846.7200000000001,948.2892,984.63,1.2
846.7200000000001,909.6958,984.63,1.2
846.7200000000001,1003.9091,984.63,1.2
846.7200000000001,1028.8813,984.63,1.2
846.7200000000001,956.2349,984.63,1.2
846.7200000000001,1031.1515,984.63,1.2
846.7200000000001,960.7753,984.63,1.2
846.7200000000001,944.8839,984.63,1.2
846.7200000000001,935.8031,984.63,1.2
846.7200000000001,1012.9899,984.63,1.2
846.7200000000001,931.2627,984.63,1.2
846.7200000000001,982.3422,984.63,1.2
846.7200000000001,938.0733,984.63,1.2
846.7200000000001,941.4786,984.63,1.2
846.7200000000001,992.5581,984.63,1.2
846.7200000000001,944.8839,984.63,1.2
846.7200000000001,943.7488,984.63,1.2
846.7200000000001,995.9634,984.63,1.2
846.7200000000001,1011.8548,984.63,1.2
846.7200000000001,978.9369,984.63,1.2
846.7200000000001,934.668,984.63,1.2
846.7200000000001,940.3435,984.63,1.2
846.7200000000001,959.6402,984.63,1.2
846.7200000000001,968.721,984.63,1.2
846.7200000000001,923.317,984.63,1.2
846.7200000000001,982.3422,984.63,1.2
846.7200000000001,960.7753,984.63,1.2
846.7200000000001,899.4799,984.63,1.2
846.7200000000001,925.5872,984.63,1.2
846.7200000000001,940.3435,984.63,1.2
846.7200000000001,955.0998,984.63,1.2
846.7200000000001,1022.0707,984.63,1.2
846.7200000000001,965.3157,984.63,1.2
846.7200000000001,928.9925,984.63,1.2
846.7200000000001,965.3157,984.63,1.2
846.7200000000001,944.8839,984.63,1.2
846.7200000000001,968.721,984.63,1.2
846.7200000000001,976.6667,984.63,1.2
846.7200000000001,998.2336,984.63,1.2
846.7200000000001,956.2349,984.63,1.2
846.7200000000001,1012.9899,984.63,1.2
846.7200000000001,988.0177,984.63,1.2
846.7200000000001,933.5329,984.63,1.2
846.7200000000001,1032.2866,984.63,1.2
846.7200000000001,968.721,984.63,1.2
846.7200000000001,928.9925,984.63,1.2
846.7200000000001,1014.125,984.63,1.2
846.7200000000001,1027.7462,984.63,1.2
846.7200000000001,956.2349,984.63,1.2
846.7200000000001,940.3435,984.63,1.2
846.7200000000001,951.6945,984.63,1.2
846.7200000000001,981.2071,984.63,1.2
846.7200000000001,1000.5038,984.63,1.2
846.7200000000001,976.6667,984.63,1.2
846.7200000000001,960.7753,984.63,1.2
846.7200000000001,1008.4495,984.63,1.2
846.7200000000001,947.1541,984.63,1.2
846.7200000000001,992.5581,984.63,1.2
846.7200000000001,947.1541,984.63,1.2
846.7200000000001,972.1263,984.63,1.2
846.7200000000001,953.9647,984.63,1.2
846.7200000000001,955.0998,984.63,1.2
846.7200000000001,944.8839,984.63,1.2
846.7200000000001,1002.774,984.63,1.2
846.7200000000001,932.3978,984.63,1.2
846.7200000000001,932.3978,984.63,1.2
846.7200000000001,1030.0164,984.63,1.2
1084.1600000000003,990.2879,984.63,1.4
846.7200000000001,875.6428,984.63,1.2
846.7200000000001,938.0733,984.63,1.2
846.7200000000001,896.0746,984.63,1.2
846.7200000000001,924.4521,966.9,1.2
846.7200000000001,850.6706,966.9,1.2
846.7200000000001,952.8296,966.9,1.2
846.7200000000001,918.7766,966.9,1.2
846.7200000000001,959.6402,966.9,1.2
846.7200000000001,901.7501,966.9,1.2
846.7200000000001,959.6402,966.9,1.2
846.7200000000001,943.7488,966.9,1.2
846.7200000000001,1008.4495,966.9,1.2
846.7200000000001,1005.0442,966.9,1.2
846.7200000000001,984.6124,966.9,1.2
846.7200000000001,946.019,966.9,1.2
846.7200000000001,1025.476,966.9,1.2
846.7200000000001,904.0203,966.9,1.2
846.7200000000001,909.6958,966.9,1.2
846.7200000000001,953.9647,966.9,1.2
846.7200000000001,1034.5568,966.9,1.2
846.7200000000001,950.5594,966.9,1.2
846.7200000000001,951.6945,966.9,1.2
846.7200000000001,908.5607,966.9,1.2
846.7200000000001,989.1528,966.9,1.2
846.7200000000001,990.2879,966.9,1.2
846.7200000000001,984.6124,966.9,1.2
846.7200000000001,935.8031,966.9,1.2
846.7200000000001,933.5329,966.9,1.2
846.7200000000001,913.1011,966.9,1.2
846.7200000000001,960.7753,966.9,1.2
846.7200000000001,921.0468,966.9,1.2
846.7200000000001,917.6415,966.9,1.2
846.7200000000001,942.6137,966.9,1.2
846.7200000000001,940.3435,966.9,1.2
846.7200000000001,939.2084,966.9,1.2
846.7200000000001,973.2614,966.9,1.2
846.7200000000001,959.6402,966.9,1.2
846.7200000000001,947.1541,966.9,1.2
846.7200000000001,963.0455,966.9,1.2
846.7200000000001,923.317,966.9,1.2
846.7200000000001,960.7753,966.9,1.2
846.7200000000001,963.0455,966.9,1.2
846.7200000000001,906.2905,966.9,1.2
846.7200000000001,991.423,966.9,1.2
846.7200000000001,927.8574,966.9,1.2
846.7200000000001,960.7753,966.9,1.2
846.7200000000001,997.0985,966.9,1.2
846.7200000000001,989.1528,966.9,1.2
846.7200000000001,958.5051,966.9,1.2
846.7200000000001,944.8839,966.9,1.2
846.7200000000001,989.1528,966.9,1.2
846.7200000000001,980.072,966.9,1.2
846.7200000000001,935.8031,966.9,1.2
846.7200000000001,930.1276,966.9,1.2
846.7200000000001,886.9938,966.9,1.2
846.7200000000001,963.0455,966.9,1.2
846.7200000000001,955.0998,966.9,1.2
846.7200000000001,995.9634,966.9,1.2
846.7200000000001,969.8561,966.9,1.2
846.7200000000001,1002.774,966.9,1.2
846.7200000000001,933.5329,966.9,1.2
846.7200000000001,995.9634,966.9,1.2
846.7200000000001,939.2084,966.9,1.2
846.7200000000001,983.4773,966.9,1.2
846.7200000000001,907.4256,966.9,1.2
846.7200000000001,965.3157,966.9,1.2
846.7200000000001,889.264,966.9,1.2
846.7200000000001,948.2892,966.9,1.2
846.7200000000001,972.1263,966.9,1.2
846.7200000000001,939.2084,966.9,1.2
846.7200000000001,921.0468,966.9,1.2
846.7200000000001,985.7475,966.9,1.2
846.7200000000001,953.9647,966.9,1.2
846.7200000000001,940.3435,966.9,1.2
846.7200000000001,958.5051,966.9,1.2
846.7200000000001,1047.0429,966.9,1.2
846.7200000000001,997.0985,966.9,1.2
846.7200000000001,997.0985,966.9,1.2
846.7200000000001,972.1263,983.45,1.2
846.7200000000001,963.0455,983.45,1.2
846.7200000000001,875.6428,983.45,1.2
846.7200000000001,934.668,983.45,1.2
846.7200000000001,941.4786,983.45,1.2
846.7200000000001,893.8044,983.45,1.2
846.7200000000001,917.6415,983.45,1.2
846.7200000000001,890.3991,983.45,1.2
846.7200000000001,956.2349,983.45,1.2
846.7200000000001,985.7475,983.45,1.2
846.7200000000001,994.8283,983.45,1.2
846.7200000000001,970.9912,983.45,1.2
846.7200000000001,924.4521,983.45,1.2
846.7200000000001,891.5342,983.45,1.2
846.7200000000001,897.2097,983.45,1.2
846.7200000000001,914.2362,983.45,1.2
846.7200000000001,926.7223,983.45,1.2
846.7200000000001,951.6945,983.45,1.2
846.7200000000001,923.317,983.45,1.2
846.7200000000001,968.721,983.45,1.2
846.7200000000001,949.4243,983.45,1.2
846.7200000000001,957.37,983.45,1.2
846.7200000000001,995.9634,983.45,1.2
846.7200000000001,917.6415,983.45,1.2
846.7200000000001,972.1263,983.45,1.2
846.7200000000001,957.37,983.45,1.2
846.7200000000001,946.019,983.45,1.2
846.7200000000001,988.0177,983.45,1.2
846.7200000000001,986.8826,983.45,1.2
846.7200000000001,925.5872,983.45,1.2
846.7200000000001,951.6945,983.45,1.2
846.7200000000001,966.4508,983.45,1.2
846.7200000000001,948.2892,983.45,1.2
846.7200000000001,977.8018,983.45,1.2
846.7200000000001,966.4508,983.45,1.2
846.7200000000001,1019.8005,983.45,1.2
846.7200000000001,905.1554,983.45,1.2
846.7200000000001,952.8296,983.45,1.2
846.7200000000001,926.7223,983.45,1.2
846.7200000000001,977.8018,983.45,1.2
846.7200000000001,901.7501,983.45,1.2
846.7200000000001,968.721,983.45,1.2
846.7200000000001,935.8031,983.45,1.2
846.7200000000001,932.3978,983.45,1.2
846.7200000000001,908.5607,983.45,1.2
846.7200000000001,941.4786,983.45,1.2
846.7200000000001,994.8283,983.45,1.2
846.7200000000001,956.2349,983.45,1.2
846.7200000000001,978.9369,983.45,1.2
846.7200000000001,1014.125,983.45,1.2
846.7200000000001,966.4508,983.45,1.2
846.7200000000001,938.0733,983.45,1.2
846.7200000000001,973.2614,983.45,1.2
846.7200000000001,939.2084,983.45,1.2
846.7200000000001,940.3435,983.45,1.2
846.7200000000001,905.1554,983.45,1.2
846.7200000000001,989.1528,983.45,1.2
846.7200000000001,943.7488,983.45,1.2
846.7200000000001,963.0455,983.45,1.2
846.7200000000001,922.1819,983.45,1.2
846.7200000000001,972.1263,983.45,1.2
846.7200000000001,931.2627,983.45,1.2
846.7200000000001,952.8296,983.45,1.2
846.7200000000001,986.8826,983.45,1.2
846.7200000000001,984.6124,983.45,1.2
846.7200000000001,956.2349,983.45,1.2
846.7200000000001,897.2097,983.45,1.2
846.7200000000001,1059.529,983.45,1.2
846.7200000000001,1016.3952,983.45,1.2
846.7200000000001,982.3422,983.45,1.2
846.7200000000001,931.2627,983.45,1.2
846.7200000000001,953.9647,983.45,1.2
846.7200000000001,939.2084,983.45,1.2
846.7200000000001,1000.5038,983.45,1.2
846.7200000000001,966.4508,983.45,1.2
933.12,868.6690000000001,963.36,1.8
846.7200000000001,905.221,963.36,1.2
846.7200000000001,915.882,963.36,1.2
846.7200000000001,914.359,963.36,1.2
846.7200000000001,896.8445,963.36,1.2
846.7200000000001,873.238,963.36,1.2
846.7200000000001,805.4645,963.36,1.2
846.7200000000001,886.1835000000001,963.36,1.2
846.7200000000001,879.33,963.36,1.2
846.7200000000001,882.3760000000001,963.36,1.2
846.7200000000001,880.8530000000001,963.36,1.2
846.7200000000001,848.87,963.36,1.2
846.7200000000001,892.2755000000001,963.36,1.2
846.7200000000001,893.7985,963.36,1.2
846.7200000000001,894.5600000000001,963.36,1.2
846.7200000000001,900.652,963.36,1.2
846.7200000000001,893.037,963.36,1.2
846.7200000000001,870.192,963.36,1.2
846.7200000000001,877.807,963.36,1.2
846.7200000000001,881.6145,963.36,1.2
846.7200000000001,881.6145,963.36,1.2
846.7200000000001,902.175,963.36,1.2
846.7200000000001,893.7985,963.36,1.2
846.7200000000001,926.543,963.36,1.2
846.7200000000001,929.589,963.36,1.2
846.7200000000001,880.8530000000001,963.36,1.2
846.7200000000001,803.1800000000001,963.36,1.2
846.7200000000001,907.5055,963.36,1.2
846.7200000000001,867.1460000000001,963.36,1.2
846.7200000000001,861.0540000000001,963.36,1.2
846.7200000000001,870.192,963.36,1.2
846.7200000000001,869.4305,963.36,1.2
846.7200000000001,893.037,963.36,1.2
846.7200000000001,843.5395000000001,963.36,1.2
846.7200000000001,854.962,963.36,1.2
846.7200000000001,886.945,963.36,1.2
846.7200000000001,893.7985,963.36,1.2
846.7200000000001,893.7985,963.36,1.2
846.7200000000001,861.0540000000001,963.36,1.2
846.7200000000001,857.2465000000001,963.36,1.2
846.7200000000001,867.9075,963.36,1.2
846.7200000000001,884.6605000000001,963.36,1.2
846.7200000000001,913.5975,963.36,1.2
846.7200000000001,832.8785,963.36,1.2
846.7200000000001,873.9995,963.36,1.2
