time_step,power_cap_pu,price,reward
171.0,0.5920864071846008,51.48,-3.94381056386975
172.0,0.5642583143115044,51.48,-3.597339330764902
173.0,0.5648415830135346,51.48,-3.805357630141819
174.0,0.5687298580408097,63.32,-4.761181606850485
175.0,0.5185421251654625,63.32,-4.523603428910934
176.0,0.5211043902635575,63.32,-3.29264721722836
177.0,0.5258828019499779,12.16,-2.200508789817087
178.0,0.8731135022044182,12.16,-2.913605460071937
179.0,0.8774228286147118,12.16,-2.657461207893566
180.0,0.8546632721424103,34.08,-4.422101958892731
181.0,0.6766880913972855,34.08,-3.932654844532214
182.0,0.6819827988147735,34.08,-3.849279708532692
183.0,0.6962469437122345,73.54,-6.348211985271157
184.0,0.4971736302375794,73.54,-4.945901291006254
185.0,0.4989893113970757,73.54,-4.200086568943055
186.0,0.5072709035277367,84.14,-5.966586689669206
187.0,0.4756201362013817,84.14,-4.804204465518596
188.0,0.4778414978981019,84.14,-4.171524738564601
189.0,0.4799887501597405,35.58,-3.649141538958866
190.0,0.7360277905464172,35.58,-4.522849363471546
191.0,0.7413801386356353,35.58,-4.57880739006989
192.0,0.7344149496555329,52.0,-4.970241569133566
193.0,0.6289089151620865,52.0,-5.057886216342935
194.0,0.6337570446133614,52.0,-5.303616915713104
195.0,0.6440258675217628,69.42,-6.550852596426351
196.0,0.5557187115550042,69.42,-3.999670644889751
197.0,0.560951112151146,69.42,-4.660379252280474
198.0,0.5672512375712395,87.0,-5.892824783143364
199.0,0.5088239079117776,87.0,-5.81850651949671
200.0,0.5115785830616951,87.0,-4.213391075375492
201.0,0.5135449534058572,69.9,-4.501340240330308
202.0,0.5810926842093468,69.9,-4.194717121340721
203.0,0.5866569303870202,69.9,-4.650242532792991
204.0,0.5905775939822198,62.02,-4.880477392973013
205.0,0.6262522291541099,62.02,-4.747411851023307
206.0,0.6291732388138771,62.02,-5.761617518204797
207.0,0.632213372528553,54.38,-5.873096318542517
208.0,0.6785240840315819,54.38,-6.270171023052649
209.0,0.6817033787965775,54.38,-5.625826609631691
210.0,0.6853029015064239,47.04,-5.575697810385726
211.0,0.7463701739311218,47.04,-5.532260030909733
212.0,0.7491426902413368,47.04,-6.247198132538989
213.0,0.750497520506382,86.56,-8.700649373836534
214.0,0.5542134665846825,86.56,-5.856957808806529
215.0,0.5561438801288605,86.56,-5.562573287438579
216.0,0.5532236939072609,66.68,-4.967489338882068
217.0,0.652046978712082,66.68,-6.693030425645251
218.0,0.6569788243770599,66.68,-5.706166868213495
219.0,0.6587052997350693,40.0,-4.387652996470104
220.0,0.8337095155715942,40.0,-5.352206161732818
221.0,0.8336225056052208,40.0,-6.097561967318274
222.0,0.8183803906440735,23.44,-4.607474210937313
223.0,0.8723770740032196,23.44,-5.026758517325387
224.0,0.874503740310669,23.44,-4.876109357522233
225.0,0.8666184964179993,83.72,-9.107560184895416
226.0,0.5692170589566231,83.72,-6.961905331630546
227.0,0.5670651405453683,83.72,-7.347042591945938
228.0,0.5718740194439889,54.7,-5.758947482344539
229.0,0.7450370275378227,54.7,-7.329731796443209
230.0,0.7441990419626237,54.7,-6.796443607464122
231.0,0.7258800130486488,26.0,-4.865294843537695
232.0,0.8633738755583763,26.0,-5.436894712198924
233.0,0.8631614285111427,26.0,-5.661892226157348
234.0,0.844528669655323,10.78,-4.307497809370521
235.0,0.8524100708365441,10.78,-4.277496559738096
236.0,0.853581823348999,10.78,-4.226025868840617
237.0,0.8510434379577637,72.0,-9.535547729051414
238.0,0.5887410523891449,72.0,-7.28629542991809
239.0,0.5853978934288026,72.0,-7.611221290215866
240.0,0.5988399725556374,52.32,-6.38294140732417
241.0,0.7253930866122246,52.32,-5.82622972348549
242.0,0.7187273546457291,52.32,-7.033084702882716
243.0,0.7010769575238228,22.08,-4.790154824543759
244.0,0.8214858504533767,22.08,-5.470120911814677
245.0,0.8188739045858383,22.08,-5.540062612632264
246.0,0.797670646250248,0.0,-3.473361715960325
247.0,0.8500259428620339,0.0,-3.471666107431557
248.0,0.8505309849381447,0.0,-3.544238734888417
249.0,0.8478229712843895,78.92,-9.108936574483039
250.0,0.5392392435073853,78.92,-7.406794866494208
251.0,0.5373384737372399,78.92,-6.682599094495288
252.0,0.5402888526916504,48.62,-6.499261192426367
253.0,0.6974288519620896,48.62,-6.735631315506237
254.0,0.691779242694378,48.62,-6.760971888056369
255.0,0.6728599273562431,11.3,-4.726440718021328
256.0,0.7742136376500129,11.3,-4.937040134573776
257.0,0.7713395639657974,11.3,-4.811386476102838
258.0,0.7632146995663643,0.0,-3.615792106470174
259.0,0.8193591841459275,0.0,-3.671715256047334
260.0,0.8162498816251755,0.0,-3.860803739640641
261.0,0.8116652523875236,67.7,-9.426241394368446
262.0,0.5395804213881493,67.7,-7.48999371982847
263.0,0.5384728970527649,67.7,-6.721706071177472
264.0,0.5437047486901283,28.24,-5.14641844636834
265.0,0.699522580742836,28.24,-6.201851318710165
266.0,0.6946563356518746,28.24,-6.124113537688681
267.0,0.682452707529068,7.24,-5.039890481973631
268.0,0.7462804191708565,7.24,-5.096385722127546
269.0,0.7428302132487297,7.24,-5.041244172489358
270.0,0.7390709435343743,0.0,-3.310447309620142
271.0,0.8056217651963234,0.0,-3.047013376332484
272.0,0.801920136153698,0.0,-3.171118428850381
273.0,0.7977804380059242,48.4,-8.46810112535054
274.0,0.5869665431380272,48.4,-7.187904200847264
275.0,0.5845914729833603,48.4,-6.308431226369781
276.0,0.592560158610344,27.88,-5.902430271765692
277.0,0.6535761033892632,27.88,-6.197526423582225
278.0,0.650203026175499,27.88,-6.651009722370619
279.0,0.6443928464651107,0.0,-4.892334754700635
280.0,0.7413584547638893,0.0,-4.785350055996688
281.0,0.7394483526945115,0.0,-4.723556916116016
282.0,0.7361562469005585,0.0,-4.736279835359086
283.0,0.7333853774666786,0.0,-4.811961353981518
284.0,0.7305099313855171,0.0,-4.722578659966267
285.0,0.7282270863056183,36.0,-7.874236992722795
286.0,0.5988668715357781,36.0,-6.835506999920886
287.0,0.5955923324227334,36.0,-7.146794149572305
