task_id,arrival_step,scheduled_start_step,execution_time_steps,end_step,arrival_time,deadline,task_type,cpu_demand,memory_demand,bandwidth_demand,priority,datacenter_id,server_room_id,rack_id,server_id,global_server_id,waiting_time_steps,deadline_violation,sample_marker
j2226,24.0,29.0,2.0,31.0,5,7,delay_tolerant,1.0,4.0,0.5,2,0,7,5,3,753,5.0,False,0.4937529
j100898,24.0,103.0,15.0,118.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,7,9,2,1792,79.0,False,0.52832999
j320035,24.0,103.0,15.0,118.0,5,23,delay_tolerant,6.0,4.0,0.5,2,2,7,5,2,2752,79.0,False,0.95479503
j28002,24.0,103.0,15.0,118.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,7,8,7,3787,79.0,False,0.91089784
j750890,24.0,103.0,15.0,118.0,5,23,delay_tolerant,10.0,5.0,0.5,2,0,8,8,3,883,79.0,False,0.11198332
j622257,24.0,103.0,15.0,118.0,5,23,delay_tolerant,11.0,5.5,0.5,2,1,8,5,7,1857,79.0,False,0.36875205
j487957,24.0,103.0,12.0,115.0,5,23,delay_tolerant,6.0,4.0,0.5,2,2,8,3,3,2833,79.0,False,0.51677143
j256593,24.0,24.0,1.0,25.0,5,6,delay_sensitive,1.0,4.0,0.5,3,3,8,8,1,3881,0.0,False,0.91997585
j558992,24.0,103.0,28.0,131.0,5,23,delay_tolerant,30.0,15.0,0.5,2,0,9,3,3,933,79.0,False,0.81656333
j449122,24.0,103.0,15.0,118.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,9,0,7,1907,79.0,False,0.3864827
j407953,24.0,101.0,11.0,112.0,5,23,delay_tolerant,1.0,4.0,0.5,2,2,9,3,4,2934,77.0,False,0.88621041
j407953,24.0,103.0,21.0,124.0,5,23,delay_tolerant,16.0,8.0,0.5,2,3,9,5,3,3953,79.0,False,0.3781578
j407953,24.0,29.0,2.0,31.0,5,7,delay_tolerant,19.0,9.5,0.5,2,0,0,3,0,30,5.0,False,0.27119294
j882752,24.0,103.0,15.0,118.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,0,2,3,1023,79.0,False,0.60989263
j59065,24.0,103.0,9.0,112.0,5,23,delay_tolerant,1.0,4.0,0.5,2,2,0,6,4,2064,79.0,False,0.35590175
j252202,24.0,103.0,15.0,118.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,0,1,2,3012,79.0,False,0.62240756
j226943,24.0,103.0,28.0,131.0,5,23,delay_tolerant,30.0,15.0,0.5,2,0,1,2,4,124,79.0,False,0.40968408
j226943,24.0,103.0,28.0,131.0,5,23,delay_tolerant,28.0,14.0,0.5,2,1,1,7,4,1174,79.0,False,0.79576914
j882752,24.0,103.0,15.0,118.0,5,23,delay_tolerant,13.0,6.5,0.5,2,2,1,0,9,2109,79.0,False,0.95431097
j305878,24.0,103.0,15.0,118.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,1,8,5,3185,79.0,False,0.27030918
j243234,24.0,103.0,9.0,112.0,5,23,delay_tolerant,1.0,4.0,0.5,2,0,2,3,7,237,79.0,False,0.51001008
j487957,24.0,103.0,8.0,111.0,5,23,delay_tolerant,5.0,4.0,0.5,2,1,2,2,0,1220,79.0,False,0.72443244
j352726,24.0,52.0,7.0,59.0,5,14,delay_tolerant,1.0,4.0,0.5,2,2,2,3,3,2233,28.0,False,0.1585191
j90164,24.0,34.0,5.0,39.0,5,9,delay_tolerant,2.0,4.0,0.5,2,3,2,5,0,3250,10.0,False,0.79590615
j597883,24.0,103.0,15.0,118.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,3,5,1,351,79.0,False,0.58297196
j297340,24.0,34.0,6.0,40.0,5,9,delay_tolerant,3.0,4.0,0.5,2,1,3,6,0,1360,10.0,False,0.14974052
j315314,24.0,103.0,12.0,115.0,5,23,delay_tolerant,11.0,5.5,0.5,2,2,3,2,3,2323,79.0,False,0.86822959
j141039,24.0,52.0,7.0,59.0,5,14,delay_tolerant,3.0,4.0,0.5,2,3,3,2,5,3325,28.0,False,0.42670126
j236799,24.0,103.0,15.0,118.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,4,1,0,410,79.0,False,0.17661935
j305908,24.0,103.0,15.0,118.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,4,7,1,1471,79.0,False,0.19539636
j749923,24.0,103.0,15.0,118.0,5,23,delay_tolerant,15.0,7.5,0.5,2,2,4,5,5,2455,79.0,False,0.7855064
j326628,24.0,24.0,1.0,25.0,5,6,delay_sensitive,1.0,4.0,0.5,3,3,4,5,8,3458,0.0,False,0.93571616
j884111,24.0,103.0,15.0,118.0,5,23,delay_tolerant,7.0,4.0,0.5,2,0,5,7,0,570,79.0,False,0.37824992
j235865,24.0,103.0,11.0,114.0,5,23,delay_tolerant,10.0,5.0,0.5,2,1,5,9,4,1594,79.0,False,0.07882808
j331951,24.0,103.0,9.0,112.0,5,23,delay_tolerant,2.0,4.0,0.5,2,2,5,0,4,2504,79.0,False,0.10082308
j430374,24.0,103.0,13.0,116.0,5,23,delay_tolerant,11.0,5.5,0.5,2,3,5,2,2,3522,79.0,False,0.65447851
j9636,24.0,103.0,15.0,118.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,6,4,5,645,79.0,False,0.37075171
j386753,24.0,103.0,14.0,117.0,5,23,delay_tolerant,10.0,5.0,0.5,2,1,6,6,4,1664,79.0,False,0.4261315
j555132,24.0,103.0,15.0,118.0,5,23,delay_tolerant,7.0,4.0,0.5,2,2,6,1,1,2611,79.0,False,0.33704738
j226943,24.0,103.0,25.0,128.0,5,23,delay_tolerant,21.0,10.5,0.5,2,3,6,9,9,3699,79.0,False,0.46553857
j509312,24.0,103.0,15.0,118.0,5,23,delay_tolerant,10.0,5.0,0.5,2,0,7,2,5,725,79.0,False,0.64354945
j405063,24.0,103.0,10.0,113.0,5,23,delay_tolerant,2.0,4.0,0.5,2,1,7,5,1,1751,79.0,False,0.54113916
j488691,24.0,24.0,1.0,25.0,5,6,delay_sensitive,1.0,4.0,0.5,3,2,7,2,5,2725,0.0,False,0.16424142
j372198,24.0,103.0,15.0,118.0,5,23,delay_tolerant,13.0,6.5,0.5,2,3,7,3,8,3738,79.0,False,0.49128865
j291088,24.0,103.0,12.0,115.0,5,23,delay_tolerant,5.0,4.0,0.5,2,0,8,0,7,807,79.0,False,0.46061306
j519071,24.0,34.0,6.0,40.0,5,9,delay_tolerant,3.0,4.0,0.5,2,1,8,8,1,1881,10.0,False,0.54573725
j278791,24.0,103.0,15.0,118.0,5,23,delay_tolerant,13.0,6.5,0.5,2,2,8,9,1,2891,79.0,False,0.11067003
j641791,24.0,103.0,11.0,114.0,5,23,delay_tolerant,3.0,4.0,0.5,2,3,8,3,5,3835,79.0,False,0.15352712
j480459,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,9,0,5,905,80.0,False,0.53024418
j493278,24.0,104.0,11.0,115.0,5,23,delay_tolerant,11.0,5.5,0.5,2,1,9,3,4,1934,80.0,False,0.27543504
j189866,24.0,103.0,13.0,116.0,5,23,delay_tolerant,8.0,4.0,0.5,2,2,9,9,4,2994,79.0,False,0.62903169
j440908,24.0,103.0,10.0,113.0,5,23,delay_tolerant,1.0,4.0,0.5,2,3,9,1,9,3919,79.0,False,0.37275138
j602948,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,0,7,1,71,80.0,False,0.22073475
j447603,24.0,34.0,6.0,40.0,5,9,delay_tolerant,4.0,4.0,0.5,2,1,0,5,7,1057,10.0,False,0.65639479
j812111,24.0,104.0,13.0,117.0,5,23,delay_tolerant,7.0,4.0,0.5,2,2,0,5,5,2055,80.0,False,0.39390767
j455908,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,0,7,1,3071,80.0,False,0.15761247
j18134,24.0,103.0,9.0,112.0,5,23,delay_tolerant,1.0,4.0,0.5,2,0,1,6,6,166,79.0,False,0.80880898
j200660,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,1,3,2,1132,80.0,False,0.43175871
j74031,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,2,1,8,2,2182,80.0,False,0.91507034
j210488,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,1,4,6,3146,80.0,False,0.19340093
j285955,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,2,3,0,230,80.0,False,0.87635023
j786405,24.0,104.0,10.0,114.0,5,23,delay_tolerant,3.0,4.0,0.5,2,1,2,6,1,1261,80.0,False,0.81590997
j637511,24.0,52.0,7.0,59.0,5,14,delay_tolerant,1.0,4.0,0.5,2,2,2,6,2,2262,28.0,False,0.10391582
j78409,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,2,1,8,3218,80.0,False,0.53168132
j491878,24.0,104.0,15.0,119.0,5,23,delay_tolerant,13.0,6.5,0.5,2,0,3,5,6,356,80.0,False,0.65368286
j439687,24.0,104.0,9.0,113.0,5,23,delay_tolerant,1.0,4.0,0.5,2,1,3,3,5,1335,80.0,False,0.49548219
j800675,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,2,3,2,0,2320,80.0,False,0.39026308
j298875,24.0,52.0,7.0,59.0,5,14,delay_tolerant,2.0,4.0,0.5,2,3,3,0,7,3307,28.0,False,0.94384213
j768132,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,4,6,1,461,80.0,False,0.70082086
j310864,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,4,5,0,1450,80.0,False,0.96586988
j480377,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,2,4,4,2,2442,80.0,False,0.84623031
j475353,24.0,52.0,7.0,59.0,5,14,delay_tolerant,4.0,4.0,0.5,2,3,4,0,5,3405,28.0,False,0.8171314
j474603,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,5,9,8,598,80.0,False,0.72563229
j610209,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,5,6,8,1568,80.0,False,0.64607924
j59219,24.0,104.0,13.0,117.0,5,23,delay_tolerant,10.0,5.0,0.5,2,2,5,5,6,2556,80.0,False,0.88686209
j453697,24.0,104.0,14.0,118.0,5,23,delay_tolerant,7.0,4.0,0.5,2,3,5,9,7,3597,80.0,False,0.61340977
j282458,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,6,7,1,671,80.0,False,0.0752884
j644131,24.0,104.0,8.0,112.0,5,23,delay_tolerant,3.0,4.0,0.5,2,1,6,4,3,1643,80.0,False,0.58256352
j648750,24.0,104.0,15.0,119.0,5,23,delay_tolerant,14.0,7.0,0.5,2,2,6,3,6,2636,80.0,False,0.10283515
j218374,24.0,104.0,15.0,119.0,5,23,delay_tolerant,8.0,4.0,0.5,2,3,6,0,8,3608,80.0,False,0.94930107
j453563,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,7,0,9,709,80.0,False,0.64666898
j783567,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,7,0,1,1701,80.0,False,0.55564628
j662010,24.0,104.0,10.0,114.0,5,23,delay_tolerant,2.0,4.0,0.5,2,2,7,0,1,2701,80.0,False,0.19782113
j645302,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,7,4,6,3746,80.0,False,0.51576705
j86785,24.0,34.0,6.0,40.0,5,9,delay_tolerant,6.0,4.0,0.5,2,0,8,1,0,810,10.0,False,0.342531
j751416,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,8,3,9,1839,80.0,False,0.67538617
j282201,24.0,104.0,15.0,119.0,5,23,delay_tolerant,12.0,6.0,0.5,2,2,8,2,7,2827,80.0,False,0.6044098
j535620,24.0,104.0,12.0,116.0,5,23,delay_tolerant,9.0,4.5,0.5,2,3,8,8,8,3888,80.0,False,0.49930709
j324784,24.0,104.0,15.0,119.0,5,23,delay_tolerant,13.0,6.5,0.5,2,0,9,8,8,988,80.0,False,0.252741
j490105,24.0,104.0,10.0,114.0,5,23,delay_tolerant,6.0,4.0,0.5,2,1,9,1,8,1918,80.0,False,0.52574313
j431645,24.0,104.0,11.0,115.0,5,23,delay_tolerant,1.0,4.0,0.5,2,2,9,9,3,2993,80.0,False,0.46169689
j633223,24.0,29.0,3.0,32.0,5,7,delay_tolerant,1.0,4.0,0.5,2,3,9,0,4,3904,5.0,False,0.85126588
j785740,24.0,104.0,10.0,114.0,5,23,delay_tolerant,3.0,4.0,0.5,2,0,0,6,1,61,80.0,False,0.89433734
j735072,24.0,104.0,8.0,112.0,5,23,delay_tolerant,6.0,4.0,0.5,2,1,0,6,3,1063,80.0,False,0.75924915
j297160,24.0,104.0,15.0,119.0,5,23,delay_tolerant,8.0,4.0,0.5,2,2,0,8,8,2088,80.0,False,0.31963996
j737721,24.0,104.0,15.0,119.0,5,23,delay_tolerant,13.0,6.5,0.5,2,3,0,1,6,3016,80.0,False,0.03808951
j728479,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,1,8,7,187,80.0,False,0.92533596
j622257,24.0,104.0,15.0,119.0,5,23,delay_tolerant,12.0,6.0,0.5,2,1,1,8,5,1185,80.0,False,0.99201225
j546219,24.0,104.0,13.0,117.0,5,23,delay_tolerant,10.0,5.0,0.5,2,2,1,1,8,2118,80.0,False,0.12702076
j364945,24.0,104.0,8.0,112.0,5,23,delay_tolerant,1.0,4.0,0.5,2,3,1,5,6,3156,80.0,False,0.68561602
j678779,24.0,34.0,4.0,38.0,5,9,delay_tolerant,1.0,4.0,0.5,2,0,2,9,0,290,10.0,False,0.42514654
j698053,24.0,34.0,5.0,39.0,5,9,delay_tolerant,4.0,4.0,0.5,2,1,2,5,0,1250,10.0,False,0.1485204
j260589,24.0,104.0,15.0,119.0,5,23,delay_tolerant,10.0,5.0,0.5,2,2,2,9,6,2296,80.0,False,0.99810131
j406211,24.0,104.0,14.0,118.0,5,23,delay_tolerant,8.0,4.0,0.5,2,3,2,5,6,3256,80.0,False,0.93322885
j498976,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,3,8,8,388,80.0,False,0.98260888
j813635,24.0,104.0,10.0,114.0,5,23,delay_tolerant,1.0,4.0,0.5,2,1,3,2,6,1326,80.0,False,0.14389625
j619700,24.0,104.0,15.0,119.0,5,23,delay_tolerant,11.0,5.5,0.5,2,2,3,7,2,2372,80.0,False,0.49192453
j459945,24.0,34.0,4.0,38.0,5,9,delay_tolerant,1.0,4.0,0.5,2,3,3,8,0,3380,10.0,False,0.89577416
j367828,24.0,104.0,14.0,118.0,5,23,delay_tolerant,14.0,7.0,0.5,2,0,4,0,7,407,80.0,False,0.67515845
j632713,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,4,2,7,1427,80.0,False,0.4346018
j854012,24.0,104.0,12.0,116.0,5,23,delay_tolerant,11.0,5.5,0.5,2,2,4,2,0,2420,80.0,False,0.51669424
j14356,24.0,104.0,10.0,114.0,5,23,delay_tolerant,1.0,4.0,0.5,2,3,4,8,1,3481,80.0,False,0.0386016
j878170,24.0,104.0,15.0,119.0,5,23,delay_tolerant,12.0,6.0,0.5,2,0,5,4,7,547,80.0,False,0.61151718
j26570,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,5,2,3,1523,80.0,False,0.85971552
j313736,24.0,104.0,30.0,134.0,5,23,delay_tolerant,30.0,15.0,0.5,2,2,5,7,3,2573,80.0,False,0.00279363
j426193,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,5,5,6,3556,80.0,False,0.15996468
j263453,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,6,4,0,640,80.0,False,0.51799012
j15408,24.0,104.0,10.0,114.0,5,23,delay_tolerant,1.0,4.0,0.5,2,1,6,7,8,1678,80.0,False,0.56096433
j654114,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,2,6,3,0,2630,80.0,False,0.34335235
j213182,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,6,8,3,3683,80.0,False,0.02793448
j692694,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,7,0,6,706,80.0,False,0.7436001
j487957,24.0,104.0,10.0,114.0,5,23,delay_tolerant,1.0,4.0,0.5,2,1,7,9,7,1797,80.0,False,0.24292512
j228171,24.0,104.0,13.0,117.0,5,23,delay_tolerant,10.0,5.0,0.5,2,2,7,8,9,2789,80.0,False,0.6445773
j805599,24.0,104.0,12.0,116.0,5,23,delay_tolerant,7.0,4.0,0.5,2,3,7,9,9,3799,80.0,False,0.55914674
j560110,24.0,104.0,11.0,115.0,5,23,delay_tolerant,1.0,4.0,0.5,2,0,8,5,1,851,80.0,False,0.43083808
j915378,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,8,4,5,1845,80.0,False,0.5902895
j419693,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,2,8,4,9,2849,80.0,False,0.69503874
j590656,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,8,8,3,3883,80.0,False,0.57224432
j242256,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,9,6,7,967,80.0,False,0.55752543
j820621,24.0,104.0,14.0,118.0,5,23,delay_tolerant,14.0,7.0,0.5,2,1,9,1,4,1914,80.0,False,0.43607775
j450551,24.0,104.0,8.0,112.0,5,23,delay_tolerant,3.0,4.0,0.5,2,2,9,6,7,2967,80.0,False,0.43003452
j326437,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,9,4,9,3949,80.0,False,0.49096599
j181525,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,0,0,6,6,80.0,False,0.45207791
j813635,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,0,6,8,1068,80.0,False,0.43902458
j85427,24.0,104.0,9.0,113.0,5,23,delay_tolerant,1.0,4.0,0.5,2,2,0,8,6,2086,80.0,False,0.21037007
j372198,24.0,104.0,15.0,119.0,5,23,delay_tolerant,13.0,6.5,0.5,2,3,0,7,5,3075,80.0,False,0.72483792
j18125,24.0,104.0,9.0,113.0,5,23,delay_tolerant,1.0,4.0,0.5,2,0,1,1,8,118,80.0,False,0.13295247
j807396,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,1,5,7,1157,80.0,False,0.90871042
j256593,24.0,104.0,9.0,113.0,5,23,delay_tolerant,1.0,4.0,0.5,2,2,1,1,1,2111,80.0,False,0.62484621
j316600,24.0,104.0,15.0,119.0,5,23,delay_tolerant,14.0,7.0,0.5,2,3,1,6,4,3164,80.0,False,0.04890068
j641791,24.0,104.0,15.0,119.0,5,23,delay_tolerant,14.0,7.0,0.5,2,0,2,5,6,256,80.0,False,0.6589987
j705508,24.0,104.0,10.0,114.0,5,23,delay_tolerant,4.0,4.0,0.5,2,1,2,0,5,1205,80.0,False,0.36151426
j579038,24.0,104.0,15.0,119.0,5,23,delay_tolerant,9.0,4.5,0.5,2,2,2,9,5,2295,80.0,False,0.92976484
j767912,24.0,104.0,14.0,118.0,5,23,delay_tolerant,7.0,4.0,0.5,2,3,2,6,3,3263,80.0,False,0.93607549
j334311,24.0,29.0,2.0,31.0,5,7,delay_tolerant,1.0,4.0,0.5,2,0,3,4,3,343,5.0,False,0.84592838
j121836,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,3,1,8,1318,80.0,False,0.5678489
j621775,24.0,34.0,6.0,40.0,5,9,delay_tolerant,4.0,4.0,0.5,2,2,3,0,7,2307,10.0,False,0.91917769
j619700,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,3,3,9,3339,80.0,False,0.64980819
j100898,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,4,2,0,420,80.0,False,0.87512906
j287263,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,4,0,2,1402,80.0,False,0.1600532
j323205,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,2,4,5,8,2458,80.0,False,0.90418031
j542877,24.0,29.0,3.0,32.0,5,7,delay_tolerant,1.0,4.0,0.5,2,3,4,5,6,3456,5.0,False,0.66159069
j90164,24.0,104.0,13.0,117.0,5,23,delay_tolerant,13.0,6.5,0.5,2,0,5,5,3,553,80.0,False,0.30327392
j488582,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,5,3,7,1537,80.0,False,0.99781353
j15408,24.0,104.0,15.0,119.0,5,23,delay_tolerant,13.0,6.5,0.5,2,2,5,7,7,2577,80.0,False,0.68688397
j74031,24.0,104.0,15.0,119.0,5,23,delay_tolerant,8.0,4.0,0.5,2,3,5,3,0,3530,80.0,False,0.90841606
j28002,24.0,34.0,6.0,40.0,5,9,delay_tolerant,1.0,4.0,0.5,2,0,6,3,1,631,10.0,False,0.00558552
j890540,24.0,104.0,11.0,115.0,5,23,delay_tolerant,2.0,4.0,0.5,2,1,6,6,7,1667,80.0,False,0.55233841
j466912,24.0,34.0,4.0,38.0,5,9,delay_tolerant,1.0,4.0,0.5,2,2,6,8,7,2687,10.0,False,0.71253262
j705508,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,6,1,9,3619,80.0,False,0.01373689
j213182,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,7,2,6,726,80.0,False,0.76255923
j593550,24.0,104.0,8.0,112.0,5,23,delay_tolerant,1.0,4.0,0.5,2,1,7,1,5,1715,80.0,False,0.65144819
j646801,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,2,7,4,8,2748,80.0,False,0.27475965
j256593,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,7,7,2,3772,80.0,False,0.68894495
j741135,24.0,104.0,12.0,116.0,5,23,delay_tolerant,2.0,4.0,0.5,2,0,8,0,1,801,80.0,False,0.13090104
j524700,24.0,52.0,7.0,59.0,5,14,delay_tolerant,1.0,4.0,0.5,2,1,8,2,4,1824,28.0,False,0.8240372
j371622,24.0,34.0,4.0,38.0,5,9,delay_tolerant,1.0,4.0,0.5,2,2,8,0,2,2802,10.0,False,0.86622512
j739883,24.0,104.0,8.0,112.0,5,23,delay_tolerant,1.0,4.0,0.5,2,3,8,5,4,3854,80.0,False,0.48547693
j320035,24.0,104.0,11.0,115.0,5,23,delay_tolerant,10.0,5.0,0.5,2,0,9,5,5,955,80.0,False,0.50744217
j352726,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,9,0,0,1900,80.0,False,0.40205436
j326437,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,2,9,5,4,2954,80.0,False,0.34533399
j59219,24.0,104.0,13.0,117.0,5,23,delay_tolerant,11.0,5.5,0.5,2,3,9,9,0,3990,80.0,False,0.87289828
j395575,24.0,104.0,11.0,115.0,5,23,delay_tolerant,1.0,4.0,0.5,2,0,0,8,0,80,80.0,False,0.30487318
j351514,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,0,9,9,1099,80.0,False,0.40285001
j767912,24.0,34.0,4.0,38.0,5,9,delay_tolerant,1.0,4.0,0.5,2,2,0,8,3,2083,10.0,False,0.2999163
j633223,24.0,104.0,15.0,119.0,5,23,delay_tolerant,12.0,6.0,0.5,2,3,0,9,7,3097,80.0,False,0.65671276
j519071,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,1,6,7,167,80.0,False,0.81421833
j59219,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,1,3,8,1138,80.0,False,0.16433583
j628267,24.0,29.0,2.0,31.0,5,7,delay_tolerant,1.0,4.0,0.5,2,2,1,8,7,2187,5.0,False,0.25474252
j23558,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,1,2,4,3124,80.0,False,0.10410771
j90164,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,2,6,1,261,80.0,False,0.16018396
j209390,24.0,29.0,3.0,32.0,5,7,delay_tolerant,3.0,4.0,0.5,2,1,2,6,3,1263,5.0,False,0.40688162
j230238,24.0,29.0,2.0,31.0,5,7,delay_tolerant,1.0,4.0,0.5,2,2,2,0,3,2203,5.0,False,0.77587629
j28002,24.0,104.0,14.0,118.0,5,23,delay_tolerant,12.0,6.0,0.5,2,3,2,4,3,3243,80.0,False,0.54161793
j714452,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,0,3,8,3,383,80.0,False,0.05327628
j873973,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,1,3,0,0,1300,80.0,False,0.62508675
j414208,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,2,3,0,9,2309,80.0,False,0.79530417
j701317,24.0,34.0,6.0,40.0,5,9,delay_tolerant,1.0,4.0,0.5,2,3,3,1,4,3314,10.0,False,0.3934678
j749114,24.0,104.0,14.0,118.0,5,23,delay_tolerant,5.0,4.0,0.5,2,0,4,3,5,435,80.0,False,0.2450126
j257285,24.0,104.0,15.0,119.0,5,23,delay_tolerant,10.0,5.0,0.5,2,1,4,2,9,1429,80.0,False,0.76393773
j297945,24.0,34.0,5.0,39.0,5,9,delay_tolerant,1.0,4.0,0.5,2,2,4,4,9,2449,10.0,False,0.02390624
j162601,24.0,104.0,9.0,113.0,5,23,delay_tolerant,3.0,4.0,0.5,2,3,4,3,0,3430,80.0,False,0.81559102
j298660,24.0,104.0,15.0,119.0,5,23,delay_tolerant,5.0,4.0,0.5,2,0,5,7,4,574,80.0,False,0.80425958
j759754,24.0,104.0,9.0,113.0,5,23,delay_tolerant,2.0,4.0,0.5,2,1,5,1,7,1517,80.0,False,0.88798593
j739946,24.0,104.0,12.0,116.0,5,23,delay_tolerant,6.0,4.0,0.5,2,2,5,9,9,2599,80.0,False,0.08947994
j659098,24.0,104.0,15.0,119.0,5,23,delay_tolerant,15.0,7.5,0.5,2,3,5,6,5,3565,80.0,False,0.10775848
j309245,24.0,104.0,13.0,117.0,5,23,delay_tolerant,3.0,4.0,0.5,2,0,6,4,6,646,80.0,False,0.87275282
j588408,24.0,104.0,15.0,119.0,5,23,delay_tolerant,8.0,4.0,0.5,2,1,6,6,2,1662,80.0,False,0.47526277
j55087,24.0,104.0,8.0,112.0,5,23,delay_tolerant,7.0,4.0,0.5,2,2,6,8,9,2689,80.0,False,0.39233851
j316034,24.0,104.0,8.0,112.0,5,23,delay_tolerant,3.0,4.0,0.5,2,3,6,7,3,3673,80.0,False,0.57329357
j582158,24.0,104.0,9.0,113.0,5,23,delay_tolerant,2.0,4.0,0.5,2,0,7,5,1,751,80.0,False,0.05858307
