task_id,arrival_step,scheduled_start_step,execution_time_steps,end_step,arrival_time,deadline,task_type,cpu_demand,memory_demand,bandwidth_demand,priority,datacenter_id,server_room_id,rack_id,server_id,global_server_id,waiting_time_steps,deadline_violation,sample_marker
j41658,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,1,9,7,2197,113.0,False,0.35577737
j38444,27.0,81.0,7.0,88.0,6,21,delay_tolerant,3.0,4.0,0.5,2,3,1,7,7,3177,54.0,False,0.32090995
j346151,27.0,140.0,30.0,170.0,6,23,delay_tolerant,30.0,15.0,0.5,2,0,2,6,4,264,113.0,False,0.98044223
j453325,27.0,140.0,12.0,152.0,6,23,delay_tolerant,5.0,4.0,0.5,2,1,2,9,1,1291,113.0,False,0.57167665
j906393,27.0,140.0,11.0,151.0,6,23,delay_tolerant,2.0,4.0,0.5,2,2,2,3,6,2236,113.0,False,0.99191444
j672067,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,3,2,1,6,3216,113.0,False,0.34358099
j485315,27.0,140.0,11.0,151.0,6,23,delay_tolerant,9.0,4.5,0.5,2,0,3,5,7,357,113.0,False,0.41396924
j157918,27.0,140.0,15.0,155.0,6,23,delay_tolerant,7.0,4.0,0.5,2,1,3,6,5,1365,113.0,False,0.2117627
j329095,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,3,2,8,2328,113.0,False,0.43036412
j896413,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,3,3,2,2,3322,113.0,False,0.06200534
j731994,27.0,140.0,15.0,155.0,6,23,delay_tolerant,9.0,4.5,0.5,2,0,4,6,1,461,113.0,False,0.00055785
j605208,27.0,35.0,5.0,40.0,6,9,delay_tolerant,1.0,4.0,0.5,2,1,4,9,5,1495,8.0,False,0.45307348
j892592,27.0,140.0,11.0,151.0,6,23,delay_tolerant,3.0,4.0,0.5,2,2,4,4,9,2449,113.0,False,0.74602392
j272767,27.0,140.0,13.0,153.0,6,23,delay_tolerant,12.0,6.0,0.5,2,3,4,0,2,3402,113.0,False,0.43706517
j51724,27.0,81.0,6.0,87.0,6,21,delay_tolerant,1.0,4.0,0.5,2,0,5,9,4,594,54.0,False,0.5180054
j167871,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,5,8,4,1584,113.0,False,0.4456159
j717560,27.0,140.0,9.0,149.0,6,23,delay_tolerant,4.0,4.0,0.5,2,2,5,9,4,2594,113.0,False,0.52680428
j84399,27.0,140.0,14.0,154.0,6,23,delay_tolerant,11.0,5.5,0.5,2,3,5,3,4,3534,113.0,False,0.77560405
j367011,27.0,35.0,4.0,39.0,6,9,delay_tolerant,1.0,4.0,0.5,2,0,6,5,7,657,8.0,False,0.80378629
j554632,27.0,140.0,15.0,155.0,6,23,delay_tolerant,9.0,4.5,0.5,2,1,6,7,6,1676,113.0,False,0.83805804
j838509,27.0,140.0,11.0,151.0,6,23,delay_tolerant,1.0,4.0,0.5,2,2,6,6,1,2661,113.0,False,0.21242991
j361453,27.0,81.0,6.0,87.0,6,21,delay_tolerant,2.0,4.0,0.5,2,3,6,3,8,3638,54.0,False,0.45784446
j691602,27.0,140.0,13.0,153.0,6,23,delay_tolerant,5.0,4.0,0.5,2,0,7,8,6,786,113.0,False,0.8310057
j296784,27.0,140.0,15.0,155.0,6,23,delay_tolerant,12.0,6.0,0.5,2,1,7,5,5,1755,113.0,False,0.94187902
j823294,27.0,29.0,2.0,31.0,6,7,delay_tolerant,1.0,4.0,0.5,2,2,7,0,0,2700,2.0,False,0.54298338
j678865,27.0,140.0,8.0,148.0,6,23,delay_tolerant,2.0,4.0,0.5,2,3,7,9,1,3791,113.0,False,0.49299998
j442745,27.0,140.0,15.0,155.0,6,23,delay_tolerant,13.0,6.5,0.5,2,0,8,5,9,859,113.0,False,0.76459477
j651996,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,8,5,6,1856,113.0,False,0.99169431
j317703,27.0,140.0,9.0,149.0,6,23,delay_tolerant,2.0,4.0,0.5,2,2,8,7,8,2878,113.0,False,0.4259322
j657519,27.0,29.0,3.0,32.0,6,7,delay_tolerant,2.0,4.0,0.5,2,3,8,3,2,3832,2.0,False,0.16509968
j51724,27.0,140.0,15.0,155.0,6,23,delay_tolerant,13.0,6.5,0.5,2,0,9,3,9,939,113.0,False,0.8343068
j184142,27.0,140.0,15.0,155.0,6,23,delay_tolerant,11.0,5.5,0.5,2,1,9,5,9,1959,113.0,False,0.71042521
j554632,27.0,140.0,15.0,155.0,6,23,delay_tolerant,9.0,4.5,0.5,2,2,9,3,6,2936,113.0,False,0.14507577
j132631,27.0,140.0,15.0,155.0,6,23,delay_tolerant,13.0,6.5,0.5,2,3,9,0,1,3901,113.0,False,0.3235093
j46812,27.0,35.0,4.0,39.0,6,9,delay_tolerant,4.0,4.0,0.5,2,0,0,9,4,94,8.0,False,0.55322339
j265980,27.0,140.0,15.0,155.0,6,23,delay_tolerant,13.0,6.5,0.5,2,1,0,1,2,1012,113.0,False,0.73146556
j80919,27.0,140.0,11.0,151.0,6,23,delay_tolerant,2.0,4.0,0.5,2,2,0,7,0,2070,113.0,False,0.78064658
j4067,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,3,0,6,6,3066,113.0,False,0.15573137
j367908,27.0,29.0,3.0,32.0,6,7,delay_tolerant,1.0,4.0,0.5,2,0,1,1,8,118,2.0,False,0.21675067
j892592,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,1,5,3,1153,113.0,False,0.74412251
j520861,27.0,81.0,7.0,88.0,6,21,delay_tolerant,3.0,4.0,0.5,2,2,1,6,0,2160,54.0,False,0.11611237
j507064,27.0,140.0,15.0,155.0,6,23,delay_tolerant,10.0,5.0,0.5,2,3,1,8,7,3187,113.0,False,0.49816024
j317703,27.0,140.0,10.0,150.0,6,23,delay_tolerant,1.0,4.0,0.5,2,0,2,8,0,280,113.0,False,0.54599215
j646825,27.0,81.0,6.0,87.0,6,21,delay_tolerant,1.0,4.0,0.5,2,1,2,7,2,1272,54.0,False,0.33935455
j447133,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,2,0,2,2202,113.0,False,0.79633621
j24604,27.0,140.0,30.0,170.0,6,23,delay_tolerant,30.0,15.0,0.5,2,3,2,0,3,3203,113.0,False,0.05541581
j730772,27.0,140.0,14.0,154.0,6,23,delay_tolerant,11.0,5.5,0.5,2,0,3,3,8,338,113.0,False,0.77744449
j267230,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,3,8,1,1381,113.0,False,0.64603275
j604212,27.0,140.0,15.0,155.0,6,23,delay_tolerant,11.0,5.5,0.5,2,2,3,1,2,2312,113.0,False,0.50721758
j770157,27.0,140.0,8.0,148.0,6,23,delay_tolerant,3.0,4.0,0.5,2,3,3,0,9,3309,113.0,False,0.8723727
j731994,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,0,4,9,6,496,113.0,False,0.20224644
j420143,27.0,140.0,15.0,155.0,6,23,delay_tolerant,10.0,5.0,0.5,2,1,4,6,7,1467,113.0,False,0.80077404
j107602,27.0,140.0,15.0,155.0,6,23,delay_tolerant,12.0,6.0,0.5,2,2,4,6,3,2463,113.0,False,0.18777454
j159053,27.0,140.0,13.0,153.0,6,23,delay_tolerant,5.0,4.0,0.5,2,3,4,7,2,3472,113.0,False,0.9904461
j688112,27.0,29.0,3.0,32.0,6,7,delay_tolerant,1.0,4.0,0.5,2,0,5,0,3,503,2.0,False,0.03276477
j453325,27.0,140.0,12.0,152.0,6,23,delay_tolerant,2.0,4.0,0.5,2,1,5,7,3,1573,113.0,False,0.55319726
j826465,27.0,35.0,5.0,40.0,6,9,delay_tolerant,5.0,4.0,0.5,2,2,5,4,4,2544,8.0,False,0.16801681
j142437,27.0,81.0,7.0,88.0,6,21,delay_tolerant,2.0,4.0,0.5,2,3,5,8,3,3583,54.0,False,0.40797507
j260145,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,0,6,6,5,665,113.0,False,0.14794667
j689012,27.0,140.0,14.0,154.0,6,23,delay_tolerant,4.0,4.0,0.5,2,1,6,6,7,1667,113.0,False,0.19382545
j612805,27.0,27.0,1.0,28.0,6,6,delay_sensitive,1.0,4.0,0.5,3,2,6,0,7,2607,0.0,False,0.06098051
j403598,27.0,35.0,4.0,39.0,6,9,delay_tolerant,1.0,4.0,0.5,2,3,6,1,9,3619,8.0,False,0.00800355
j871002,27.0,140.0,15.0,155.0,6,23,delay_tolerant,8.0,4.0,0.5,2,0,7,0,5,705,113.0,False,0.71930589
j688112,27.0,140.0,9.0,149.0,6,23,delay_tolerant,9.0,4.5,0.5,2,1,7,6,5,1765,113.0,False,0.45346053
j736412,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,7,7,4,2774,113.0,False,0.04559219
j73755,27.0,81.0,6.0,87.0,6,21,delay_tolerant,3.0,4.0,0.5,2,3,7,3,9,3739,54.0,False,0.93896982
j851728,27.0,140.0,8.0,148.0,6,23,delay_tolerant,1.0,4.0,0.5,2,0,8,6,7,867,113.0,False,0.66561015
j1970,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,8,7,0,1870,113.0,False,0.26427313
j823294,27.0,29.0,3.0,32.0,6,7,delay_tolerant,2.0,4.0,0.5,2,2,8,5,4,2854,2.0,False,0.43869515
j18456,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,3,8,6,7,3867,113.0,False,0.48926668
j167078,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,0,9,3,9,939,113.0,False,0.56992781
j114580,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,9,3,1,1931,113.0,False,0.85745028
j201243,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,9,6,4,2964,113.0,False,0.58990028
j51724,27.0,81.0,7.0,88.0,6,21,delay_tolerant,7.0,4.0,0.5,2,3,9,9,0,3990,54.0,False,0.97872615
j368080,27.0,140.0,15.0,155.0,6,23,delay_tolerant,14.0,7.0,0.5,2,0,0,9,5,95,113.0,False,0.72680909
j23060,27.0,140.0,12.0,152.0,6,23,delay_tolerant,11.0,5.5,0.5,2,1,0,4,6,1046,113.0,False,0.9885172
j265762,27.0,140.0,9.0,149.0,6,23,delay_tolerant,5.0,4.0,0.5,2,2,0,8,8,2088,113.0,False,0.55074915
j517154,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,3,0,7,3,3073,113.0,False,0.67844919
j656972,27.0,140.0,15.0,155.0,6,23,delay_tolerant,6.0,4.0,0.5,2,0,1,0,5,105,113.0,False,0.73789857
j18456,27.0,140.0,8.0,148.0,6,23,delay_tolerant,7.0,4.0,0.5,2,1,1,8,8,1188,113.0,False,0.75474703
j193680,27.0,140.0,8.0,148.0,6,23,delay_tolerant,7.0,4.0,0.5,2,2,1,6,8,2168,113.0,False,0.02442963
j453325,27.0,140.0,8.0,148.0,6,23,delay_tolerant,1.0,4.0,0.5,2,3,1,1,0,3110,113.0,False,0.12747432
j236761,27.0,140.0,15.0,155.0,6,23,delay_tolerant,13.0,6.5,0.5,2,0,2,2,5,225,113.0,False,0.22772239
j277106,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,2,3,1,1231,113.0,False,0.27149449
j797449,27.0,140.0,15.0,155.0,6,23,delay_tolerant,14.0,7.0,0.5,2,2,2,2,9,2229,113.0,False,0.90536819
j442452,27.0,140.0,10.0,150.0,6,23,delay_tolerant,8.0,4.0,0.5,2,3,2,2,6,3226,113.0,False,0.72260322
j572572,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,0,3,6,2,362,113.0,False,0.14328161
j361453,27.0,140.0,14.0,154.0,6,23,delay_tolerant,4.0,4.0,0.5,2,1,3,5,4,1354,113.0,False,0.42635503
j107602,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,3,7,8,2378,113.0,False,0.24312155
j390301,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,3,3,0,0,3300,113.0,False,0.82986365
j382530,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,0,4,9,5,495,113.0,False,0.91779699
j751544,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,4,8,0,1480,113.0,False,0.16429014
j164273,27.0,140.0,15.0,155.0,6,23,delay_tolerant,10.0,5.0,0.5,2,2,4,4,0,2440,113.0,False,0.41657078
j113465,27.0,140.0,15.0,155.0,6,23,delay_tolerant,10.0,5.0,0.5,2,3,4,1,4,3414,113.0,False,0.95283699
j77592,27.0,140.0,12.0,152.0,6,23,delay_tolerant,11.0,5.5,0.5,2,0,5,6,1,561,113.0,False,0.65708944
j342148,27.0,140.0,8.0,148.0,6,23,delay_tolerant,7.0,4.0,0.5,2,1,5,5,9,1559,113.0,False,0.86809687
j345370,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,5,7,0,2570,113.0,False,0.35769373
j789108,27.0,140.0,15.0,155.0,6,23,delay_tolerant,13.0,6.5,0.5,2,3,5,0,0,3500,113.0,False,0.20970237
j777838,27.0,140.0,14.0,154.0,6,23,delay_tolerant,11.0,5.5,0.5,2,0,6,1,9,619,113.0,False,0.69130373
j292365,27.0,140.0,15.0,155.0,6,23,delay_tolerant,11.0,5.5,0.5,2,1,6,0,0,1600,113.0,False,0.13742633
j51724,27.0,29.0,3.0,32.0,6,7,delay_tolerant,1.0,4.0,0.5,2,2,6,7,3,2673,2.0,False,0.8399019
j688112,27.0,140.0,15.0,155.0,6,23,delay_tolerant,8.0,4.0,0.5,2,3,6,8,8,3688,113.0,False,0.75483716
j673111,27.0,140.0,14.0,154.0,6,23,delay_tolerant,10.0,5.0,0.5,2,0,7,5,4,754,113.0,False,0.30490664
j1970,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,7,6,7,1767,113.0,False,0.49871152
j517154,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,7,3,4,2734,113.0,False,0.7991939
j272767,27.0,81.0,7.0,88.0,6,21,delay_tolerant,5.0,4.0,0.5,2,3,7,7,4,3774,54.0,False,0.93491032
j503664,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,0,8,3,6,836,113.0,False,0.3521605
j537277,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,8,9,3,1893,113.0,False,0.78999182
j167871,27.0,140.0,8.0,148.0,6,23,delay_tolerant,1.0,4.0,0.5,2,2,8,9,0,2890,113.0,False,0.19446708
j688112,27.0,140.0,15.0,155.0,6,23,delay_tolerant,10.0,5.0,0.5,2,3,8,8,9,3889,113.0,False,0.90354014
j272767,27.0,35.0,5.0,40.0,6,9,delay_tolerant,1.0,4.0,0.5,2,0,9,4,1,941,8.0,False,0.68625001
j701086,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,9,3,1,1931,113.0,False,0.15273932
j84399,27.0,140.0,8.0,148.0,6,23,delay_tolerant,7.0,4.0,0.5,2,2,9,9,8,2998,113.0,False,0.73982892
j730772,27.0,140.0,11.0,151.0,6,23,delay_tolerant,2.0,4.0,0.5,2,3,9,5,9,3959,113.0,False,0.72405767
j399698,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,0,0,6,7,67,113.0,False,0.74229746
j433449,27.0,29.0,2.0,31.0,6,7,delay_tolerant,1.0,4.0,0.5,2,1,0,1,8,1018,2.0,False,0.34487742
j394789,27.0,140.0,30.0,170.0,6,23,delay_tolerant,30.0,15.0,0.5,2,2,0,3,2,2032,113.0,False,0.73980025
j530384,27.0,140.0,14.0,154.0,6,23,delay_tolerant,5.0,4.0,0.5,2,3,0,1,3,3013,113.0,False,0.82657006
j332916,27.0,140.0,11.0,151.0,6,23,delay_tolerant,6.0,4.0,0.5,2,0,1,0,5,105,113.0,False,0.34712891
j687927,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,1,4,2,1142,113.0,False,0.20795767
j508804,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,1,8,4,2184,113.0,False,0.88787992
j497099,27.0,140.0,12.0,152.0,6,23,delay_tolerant,2.0,4.0,0.5,2,3,1,2,5,3125,113.0,False,0.62069406
j442452,27.0,140.0,9.0,149.0,6,23,delay_tolerant,1.0,4.0,0.5,2,0,2,1,1,211,113.0,False,0.46038717
j38397,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,2,1,9,1219,113.0,False,0.87974391
j877098,27.0,140.0,11.0,151.0,6,23,delay_tolerant,10.0,5.0,0.5,2,2,2,0,3,2203,113.0,False,0.13600564
j648160,27.0,140.0,10.0,150.0,6,23,delay_tolerant,1.0,4.0,0.5,2,3,2,5,9,3259,113.0,False,0.81058461
j442452,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,0,3,4,0,340,113.0,False,0.49082128
j200006,27.0,140.0,12.0,152.0,6,23,delay_tolerant,2.0,4.0,0.5,2,1,3,9,4,1394,113.0,False,0.04252426
j893164,27.0,140.0,14.0,154.0,6,23,delay_tolerant,12.0,6.0,0.5,2,2,3,2,9,2329,113.0,False,0.97261269
j118558,27.0,140.0,10.0,150.0,6,23,delay_tolerant,3.0,4.0,0.5,2,3,3,4,1,3341,113.0,False,0.77806674
j329095,27.0,140.0,15.0,155.0,6,23,delay_tolerant,14.0,7.0,0.5,2,0,4,2,5,425,113.0,False,0.21475582
j242892,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,4,9,7,1497,113.0,False,0.92369558
j57546,27.0,140.0,11.0,151.0,6,23,delay_tolerant,1.0,4.0,0.5,2,2,4,9,9,2499,113.0,False,0.93534556
j60466,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,3,4,9,0,3490,113.0,False,0.8004656
j717560,27.0,140.0,15.0,155.0,6,23,delay_tolerant,13.0,6.5,0.5,2,0,5,3,2,532,113.0,False,0.12717043
j446177,27.0,140.0,11.0,151.0,6,23,delay_tolerant,3.0,4.0,0.5,2,1,5,3,8,1538,113.0,False,0.18638133
j621040,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,5,8,7,2587,113.0,False,0.75403293
j823294,27.0,140.0,15.0,155.0,6,23,delay_tolerant,12.0,6.0,0.5,2,3,5,6,7,3567,113.0,False,0.91380577
j678865,27.0,81.0,7.0,88.0,6,21,delay_tolerant,3.0,4.0,0.5,2,0,6,6,6,666,54.0,False,0.21501814
j789108,27.0,35.0,5.0,40.0,6,9,delay_tolerant,1.0,4.0,0.5,2,1,6,0,6,1606,8.0,False,0.46082784
j338325,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,6,2,8,2628,113.0,False,0.15479396
j731994,27.0,140.0,15.0,155.0,6,23,delay_tolerant,8.0,4.0,0.5,2,3,6,9,5,3695,113.0,False,0.47800784
j336592,27.0,81.0,7.0,88.0,6,21,delay_tolerant,7.0,4.0,0.5,2,0,7,1,3,713,54.0,False,0.64252913
j107602,27.0,140.0,15.0,155.0,6,23,delay_tolerant,9.0,4.5,0.5,2,1,7,4,0,1740,113.0,False,0.01855489
j524861,27.0,140.0,19.0,159.0,6,23,delay_tolerant,13.0,6.5,0.5,2,2,7,3,9,2739,113.0,False,0.64292719
j216313,27.0,140.0,15.0,155.0,6,23,delay_tolerant,5.0,4.0,0.5,2,3,7,9,7,3797,113.0,False,0.63974993
j296784,27.0,140.0,15.0,155.0,6,23,delay_tolerant,10.0,5.0,0.5,2,0,8,8,3,883,113.0,False,0.45500849
j272767,27.0,140.0,10.0,150.0,6,23,delay_tolerant,8.0,4.0,0.5,2,1,8,8,7,1887,113.0,False,0.89540226
j461257,27.0,140.0,15.0,155.0,6,23,delay_tolerant,10.0,5.0,0.5,2,2,8,4,4,2844,113.0,False,0.13481902
j75705,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,3,8,3,0,3830,113.0,False,0.05131183
j421833,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,0,9,8,1,981,113.0,False,0.49583116
j653519,27.0,140.0,15.0,155.0,6,23,delay_tolerant,12.0,6.0,0.5,2,1,9,8,3,1983,113.0,False,0.53303452
j268862,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,9,6,3,2963,113.0,False,0.26668919
j254534,27.0,140.0,30.0,170.0,6,23,delay_tolerant,30.0,15.0,0.5,2,3,9,2,9,3929,113.0,False,0.96162771
j107600,27.0,140.0,15.0,155.0,6,23,delay_tolerant,14.0,7.0,0.5,2,0,0,3,9,39,113.0,False,0.25372724
j601792,27.0,140.0,8.0,148.0,6,23,delay_tolerant,1.0,4.0,0.5,2,1,0,7,0,1070,113.0,False,0.27016183
j871002,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,0,2,6,2026,113.0,False,0.81098645
j209299,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,3,0,6,3,3063,113.0,False,0.92282368
j41658,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,0,1,8,2,182,113.0,False,0.53613975
j777646,27.0,140.0,8.0,148.0,6,23,delay_tolerant,7.0,4.0,0.5,2,1,1,0,7,1107,113.0,False,0.01905399
j677353,27.0,140.0,15.0,155.0,6,23,delay_tolerant,7.0,4.0,0.5,2,2,1,1,5,2115,113.0,False,0.35543488
j806532,27.0,140.0,8.0,148.0,6,23,delay_tolerant,4.0,4.0,0.5,2,3,1,4,8,3148,113.0,False,0.22393983
j41512,27.0,140.0,9.0,149.0,6,23,delay_tolerant,7.0,4.0,0.5,2,0,2,1,8,218,113.0,False,0.51101805
j345370,27.0,140.0,8.0,148.0,6,23,delay_tolerant,8.0,4.0,0.5,2,1,2,5,1,1251,113.0,False,0.68257179
j105508,27.0,140.0,15.0,155.0,6,23,delay_tolerant,14.0,7.0,0.5,2,2,2,3,3,2233,113.0,False,0.39243629
j656972,27.0,140.0,15.0,155.0,6,23,delay_tolerant,13.0,6.5,0.5,2,3,2,1,1,3211,113.0,False,0.53735998
j193680,27.0,140.0,15.0,155.0,6,23,delay_tolerant,14.0,7.0,0.5,2,0,3,7,8,378,113.0,False,0.75986031
j604212,27.0,140.0,10.0,150.0,6,23,delay_tolerant,6.0,4.0,0.5,2,1,3,6,0,1360,113.0,False,0.24614701
j167078,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,2,3,5,7,2357,113.0,False,0.1959679
j209043,27.0,140.0,30.0,170.0,6,23,delay_tolerant,18.0,9.0,0.5,2,3,3,7,6,3376,113.0,False,0.80563495
j647959,27.0,140.0,11.0,151.0,6,23,delay_tolerant,1.0,4.0,0.5,2,0,4,7,7,477,113.0,False,0.03702362
j657922,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,1,4,1,9,1419,113.0,False,0.15059658
j113465,27.0,35.0,4.0,39.0,6,9,delay_tolerant,1.0,4.0,0.5,2,2,4,2,8,2428,8.0,False,0.01235675
j471005,27.0,140.0,13.0,153.0,6,23,delay_tolerant,10.0,5.0,0.5,2,3,4,8,9,3489,113.0,False,0.55538479
j219671,27.0,140.0,15.0,155.0,6,23,delay_tolerant,11.0,5.5,0.5,2,0,5,2,0,520,113.0,False,0.60008573
j731994,27.0,140.0,11.0,151.0,6,23,delay_tolerant,4.0,4.0,0.5,2,1,5,3,0,1530,113.0,False,0.53103069
j458672,27.0,140.0,8.0,148.0,6,23,delay_tolerant,2.0,4.0,0.5,2,2,5,2,8,2528,113.0,False,0.41426903
j342148,27.0,140.0,10.0,150.0,6,23,delay_tolerant,6.0,4.0,0.5,2,3,5,7,5,3575,113.0,False,0.52902912
j80919,27.0,140.0,15.0,155.0,6,23,delay_tolerant,10.0,5.0,0.5,2,0,6,7,4,674,113.0,False,0.1939378
j442452,27.0,140.0,13.0,153.0,6,23,delay_tolerant,4.0,4.0,0.5,2,1,6,0,5,1605,113.0,False,0.82624272
j113465,27.0,140.0,10.0,150.0,6,23,delay_tolerant,6.0,4.0,0.5,2,2,6,8,9,2689,113.0,False,0.980773
j368080,27.0,140.0,15.0,155.0,6,23,delay_tolerant,7.0,4.0,0.5,2,3,6,2,3,3623,113.0,False,0.54062288
j200006,27.0,140.0,15.0,155.0,6,23,delay_tolerant,13.0,6.5,0.5,2,0,7,0,3,703,113.0,False,0.37435554
j84399,27.0,140.0,11.0,151.0,6,23,delay_tolerant,10.0,5.0,0.5,2,1,7,6,0,1760,113.0,False,0.79178272
j868450,27.0,140.0,11.0,151.0,6,23,delay_tolerant,8.0,4.0,0.5,2,2,7,6,7,2767,113.0,False,0.19307193
j265762,27.0,29.0,3.0,32.0,6,7,delay_tolerant,1.0,4.0,0.5,2,3,7,7,8,3778,2.0,False,0.32077357
j17094,27.0,140.0,15.0,155.0,6,23,delay_tolerant,12.0,6.0,0.5,2,0,8,7,1,871,113.0,False,0.93998058
j841904,27.0,140.0,15.0,155.0,6,23,delay_tolerant,10.0,5.0,0.5,2,1,8,9,2,1892,113.0,False,0.18629417
j797449,27.0,140.0,11.0,151.0,6,23,delay_tolerant,9.0,4.5,0.5,2,2,8,4,9,2849,113.0,False,0.11211558
j659246,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,3,8,7,2,3872,113.0,False,0.5463537
j120203,27.0,81.0,6.0,87.0,6,21,delay_tolerant,1.0,4.0,0.5,2,0,9,6,5,965,54.0,False,0.58741734
j716257,27.0,27.0,1.0,28.0,6,6,delay_sensitive,1.0,4.0,0.5,3,1,9,5,7,1957,0.0,False,0.5971501
j9447,27.0,140.0,26.0,166.0,6,23,delay_tolerant,1.0,4.0,0.5,2,2,9,1,3,2913,113.0,False,0.16447823
j633171,27.0,27.0,1.0,28.0,6,6,delay_sensitive,1.0,4.0,0.5,3,3,9,6,4,3964,0.0,False,0.72114473
j266499,27.0,35.0,4.0,39.0,6,9,delay_tolerant,1.0,4.0,0.5,2,0,0,9,6,96,8.0,False,0.24228113
j201243,27.0,35.0,5.0,40.0,6,9,delay_tolerant,4.0,4.0,0.5,2,1,0,7,4,1074,8.0,False,0.94810255
j101763,27.0,35.0,5.0,40.0,6,9,delay_tolerant,1.0,4.0,0.5,2,2,0,5,1,2051,8.0,False,0.22795718
j767420,27.0,140.0,15.0,155.0,6,23,delay_tolerant,15.0,7.5,0.5,2,3,0,4,5,3045,113.0,False,0.01731148
j398731,27.0,29.0,3.0,32.0,6,7,delay_tolerant,18.0,9.0,0.5,2,0,1,3,7,137,2.0,False,0.56784519
j346151,27.0,140.0,16.0,156.0,6,23,delay_tolerant,30.0,15.0,0.5,2,1,1,5,2,1152,113.0,False,0.20284787
j491191,27.0,140.0,16.0,156.0,6,23,delay_tolerant,30.0,15.0,0.5,2,2,1,5,7,2157,113.0,False,0.62857383
